species_name	element_id	element_name	class_name	subclass_name	family_name	subfamily	synonyms	consensus	partial_full	composite	copy_number
Aedes aegypti	TF000333	Pao_Bel_Ele36	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	24
Aedes aegypti	TF000240	Pao_Bel_Ele37	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	8
Aedes aegypti	TF000334	Pao_Bel_Ele38	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	21
Aedes aegypti	TF000241	Pao_Bel_Ele39	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	14
Aedes aegypti	TF000089	Pao_Bel_Ele4	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	54
Aedes aegypti	TF000393	Pao_Bel_Ele40	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	20
Aedes aegypti	TF000242	Pao_Bel_Ele41	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	16
Aedes aegypti	TF000394	Pao_Bel_Ele42	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	18
Aedes aegypti	TF000243	Pao_Bel_Ele43	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	21
Aedes aegypti	TF000395	Pao_Bel_Ele44	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF000244	Pao_Bel_Ele45	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	14
Aedes aegypti	TF000396	Pao_Bel_Ele46	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	27
Aedes aegypti	TF000245	Pao_Bel_Ele47	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	21
Aedes aegypti	TF000397	Pao_Bel_Ele48	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	17
Aedes aegypti	TF000246	Pao_Bel_Ele49	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	15
Aedes aegypti	TF000225	Pao_Bel_Ele5	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	14
Aedes aegypti	TF000398	Pao_Bel_Ele50	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	14
Aedes aegypti	TF000247	Pao_Bel_Ele51	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	9
Aedes aegypti	TF000399	Pao_Bel_Ele52	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	97
Aedes aegypti	TF000248	Pao_Bel_Ele53	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	23
Aedes aegypti	TF000400	Pao_Bel_Ele54	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF000249	Pao_Bel_Ele55	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	23
Aedes aegypti	TF000406	Pao_Bel_Ele56	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	18
Aedes aegypti	TF000401	Pao_Bel_Ele56x	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	
Aedes aegypti	TF000250	Pao_Bel_Ele57	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	4
Aedes aegypti	TF000402	Pao_Bel_Ele58	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	9
Aedes aegypti	TF000251	Pao_Bel_Ele59	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000090	Pao_Bel_Ele6	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	25
Aedes aegypti	TF000403	Pao_Bel_Ele60	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	32
Aedes aegypti	TF000252	Pao_Bel_Ele61	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	16
Aedes aegypti	TF000404	Pao_Bel_Ele62	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	47
Aedes aegypti	TF000253	Pao_Bel_Ele63	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	19
Aedes aegypti	TF000405	Pao_Bel_Ele64	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	28
Aedes aegypti	TF000254	Pao_Bel_Ele65	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000407	Pao_Bel_Ele66	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	13
Aedes aegypti	TF000255	Pao_Bel_Ele67	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	15
Aedes aegypti	TF000409	Pao_Bel_Ele68	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	29
Aedes aegypti	TF000256	Pao_Bel_Ele69	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	10
Aedes aegypti	TF000226	Pao_Bel_Ele7	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	6
Aedes aegypti	TF000410	Pao_Bel_Ele70	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	11
Aedes aegypti	TF000257	Pao_Bel_Ele71	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000411	Pao_Bel_Ele72	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	9
Aedes aegypti	TF000258	Pao_Bel_Ele73	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	15
Aedes aegypti	TF000457	Pao_Bel_Ele74	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	5
Aedes aegypti	TF000259	Pao_Bel_Ele75	Class I	LTR Retrotransposons	Pao_Bel		Consensus	Full	Yes	19
Aedes aegypti	TF000458	Pao_Bel_Ele76	Class I	LTR Retrotransposons	Pao_Bel		Reconstructed	Full	Yes	
Aedes aegypti	TF000260	Pao_Bel_Ele77	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000459	Pao_Bel_Ele78	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000261	Pao_Bel_Ele79	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	19
Aedes aegypti	TF000091	Pao_Bel_Ele8	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	29
Aedes aegypti	TF000460	Pao_Bel_Ele80	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000262	Pao_Bel_Ele81	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000461	Pao_Bel_Ele82	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	6
Aedes aegypti	TF000263	Pao_Bel_Ele83	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	24
Aedes aegypti	TF000514	Pao_Bel_Ele84	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	5
Aedes aegypti	TF000264	Pao_Bel_Ele85	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	23
Aedes aegypti	TF000515	Pao_Bel_Ele86	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	47
Aedes aegypti	TF000265	Pao_Bel_Ele87	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	26
Aedes aegypti	TF000516	Pao_Bel_Ele88	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	8
Aedes aegypti	TF000266	Pao_Bel_Ele89	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	12
Aedes aegypti	TF000227	Pao_Bel_Ele9	Class I	LTR Retrotransposons	Pao_Bel		Representative	Full	Yes	14
